"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\Asus\Desktop\project_stage\app_client\lib\models\user.dart", "Dart", 140, 6, 12, 158
"c:\Users\Asus\Desktop\project_stage\app_client\lib\providers\auth_provider.dart", "Dart", 123, 5, 19, 147
"c:\Users\Asus\Desktop\project_stage\app_client\lib\services\auth_service.dart", "Dart", 195, 1, 10, 206
"Total", "-", 458, 12, 41, 511
